Business Name,Category,City,Phone Number,Website,Email
La Gioia,Restaurant,Milano,,https://www.lagioiasanmarco.com/,lagioia@lagioiasanmarco.it
Drogheria San Marco,Restaurant,Milano,+39 02 45488837,http://www.drogheriamilanese.it/,info@drogheriamilanese.it
Ristorante Pizzeria Da Cecco,Restaurant,Milano,+39 02 6552141,https://www.dacecco.com/,info@dacecco.com
Rangoli,Restaurant,Milano,+39 02 29005333,http://www.myristoranteindiano.it/,
My Kimchi,Restaurant,Milano,+39 02 49524163,http://www.mykimchi.it/,
Miscusi,Restaurant,Milano,,https://www.miscusi.com/it/ristoranti/milano-cadorna,
Ristorante Pizzeria Demus,Restaurant,Milano,+39 02 5394751,,
Zagara,Restaurant,Milano,+39 334 306 0411,,info@alessandrainmilano.it
New Friday,Restaurant,Milano,+39 02 2551623,https://www.newfriday.it,newfriday@live.it
Il piccolo porto,Restaurant,Milano,+39 02 27078654,,
Taiwan,Restaurant,Milano,+39 02 6702488,http://www.ristorantetaiwan.it/,
Osteria Cornalia,Restaurant,Milano,+39 02 89697710,https://www.osteriacornalia.it/,info@osteriacornalia.it
Leon d'Oro,Restaurant,Milano,+39 02 6705355,http://www.leondoromilano.it/,info@leondoromilano.it
Trattoria Il Paiolo,Restaurant,Milano,+39 02 66981816,http://www.ristorantemilano-ilpaiolo.it/,
El Hornero,Restaurant,Milano,+39 02 2641 5794,,
Vizi e Sfizi,Restaurant,Milano,+39 02 39431844,,
Altravia Bistrot,Restaurant,Milano,+39 02 36515678,https://www.altravia.eu/,simone@altravia.eu
Nisida,Restaurant,Milano,+39 02 6428387,http://www.nisidaverace.it/,nisidapianell@gmail.com
Senzatempo Bistrot,Restaurant,Milano,+39 02 89092680,http://www.senzatempomilano.it/,info@senzatempomilano.it
Al Galileo,Restaurant,Milano,+39 02 36561000,http://www.algalileo.it/,
Yspanico,Restaurant,Milano,,https://www.yspanico.com/,
Bio.it,Restaurant,Milano,+39 02 36798430,https://bio.it/it/,
Orecchiette e Vino,Restaurant,Milano,+39287382122,https://orecchiettevino.com/,info@orecchiettevino.com
Frijeno Magnanno,Restaurant,Milano,+39 02 29403654,https://www.frijennomagnanno.it/,info@frijennomagnanno.it
Mediterranea,Restaurant,Milano,+39 02 2049611,https://www.brasseriemediterranea.com/ristorante-milano/,mail@brasseriemediterranea.com
Noblesse Oblige,Restaurant,Milano,+39 02 6692773,https://www.ristorantenoblesseoblige.com/,info@ristorantenoblesseoblige.com
Ristorante Chekiang,Restaurant,Milano,+39 02 6704422,https://www.ristorantechekiang.it/,info@ristorantechekiang.it
LePetit,Restaurant,Milano,+39 02 66982473,,
Berebè,Restaurant,Milano,+39 02 38316849,https://www.berberepizza.it/,Raggruppa-277@2x.png
Sagami,Restaurant,Milano,+39 02 24169051,https://sagami.it/,
La Baita,Restaurant,Milano,+39 02 6694173,https://www.labaitamilano.it/,info@labaitamilano.it
City Life,Restaurant,Milano,+39 02 66985651,https://www.cityliferistorante.it/,info@cityliferistorante.it
Giglio Rosso,Restaurant,Milano,+39 02 6694174,https://www.gigliorosso.it/,info@gigliorosso.it
Napule è,Restaurant,Milano,+39 02 66985006,https://www.napuleofficial.it/,
Osteria Italiana,Restaurant,Milano,+39 02 6704188,https://www.osteriaitaliana.eu/,info@osteriaitaliana.eu
Osteria del Treno,Restaurant,Milano,+39 02 6700479,https://www.osteriadeltreno.it/,info@osteriadeltreno.it
Tramé,Restaurant,Milano,+39 02 6697787,http://www.venetiantrame.it/,
Xier,Restaurant,Milano,+39 02 67481999,https://www.xier-milano.it/,
Caruso Nuovo,Restaurant,Milano,,https://www.grandhoteletdemilan.it/en/dining/caruso-nuovo-restaurant.html,
Paper Moon,Restaurant,Milano,+39 02 76022297,http://www.papermoonmilano.com/,
Ristorante Bagutta,Restaurant,Milano,+39 02 76002767,http://www.bagutta.it/,segreteria@bagutta.it
Trattoria Trinacria,Restaurant,Milano,+39 02 4238250,http://www.trattoriatrinacria.it/,
Al Fresco,Restaurant,Milano,+390249533630,https://www.alfrescomilano.it/,info@paolochiesa.it
Il Timone,Restaurant,San Donato Milanese,+39 0296846318,,
La Sirenella,Restaurant,Milano,+39 02 66800761,,
Tomojoshi Endo,Restaurant,Milano,,https://www.tomoyoshi-endo.com/,tomoyoshiendomilano@gmail.com
Balafon,Restaurant,Milano,022360155,,balafon1988@yahoo.it
Mamma Farina,Restaurant,Milano,+39 02 688 4000,https://www.mammafarina.com/,
Pizzeria Naturale,Restaurant,Milano,+39 02 87 066 934,http://www.pizzeria-naturale.it/,
Seon,Restaurant,Milano,+39 02 4944 1149,https://www.seonristorantecoreano.com,605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com
Yokohama,Restaurant,Milano,+3902874291,https://www.sushiyokohama.it/,
Raw,Restaurant,Milano,,https://raw-restaurant.it/,info@raw-restaurant.it
Viva,Restaurant,Milano,+39 02 58437953,,crocetta@vivaviva.it
Shalimar,Restaurant,Milano,+390258307508;+393391785899,http://www.shalimarrestaurant.it/,shalimaritalia@gmail.com
Bellaria,Restaurant,Milano,+39 02 4820 6551,,
Farinami,Restaurant,Milano,,http://www.farinami.net,
Verde Luna,Restaurant,Milano,+39 2 710749,http://ristoranteverdeluna.it/,
Fatto Bene Burger,Restaurant,Milano,+39 02 45374498,http://www.fattobeneburger.com,info@fattobeneburger.it
Thai Gallery,Restaurant,Milano,+39 02 89280745,http://www.thaigallery.it/,
Al Cuoco di Bordo,Restaurant,Milano,+39 02 6691873,http://www.cuocodibordo.it/,support@nidoma.com
Antica Osteria di Via Gluck,Restaurant,Milano,+39 02 66982898,http://www.anticaosteriaviagluck.flazio.com/,milanoristoro@hotmail.it
Ristorante Pizzeria La Caletta,Restaurant,Milano,+39 02 6693159,http://www.lacalettadimilano.com/,portodimario@hotmail.it
GUD Bocconi,Restaurant,Milano,,https://www.gudmilano.com/gud-bocconi.asp,bocconi@gudmilano.com
Usman,Restaurant,Milano,+39 02 9143 3141,,
San Filippo Neri,Restaurant,Milano,+39 02 84344847,,trattoriasanfilippo@libero.it
Gnam,Restaurant,Milano,,www.gnam-milano.com,
Asmara,Restaurant,Milano,+39 02 89073798,http://www.ristoranteasmara.milano.it/,derresberhane@hotmail.com
Slow sud,Restaurant,Milano,+390294755965,https://slow-sud.it/,
I love poke,Restaurant,Milano,+390291949102,https://ilovepoke.it/i-love-poke-tortona/,tortona@ilovepoke.it
La Pizzeria di Brasilia,Restaurant,Milano,+39 02 4775 0119,,
Ristorante Lepontina,Restaurant,Milano,+39 02 39820772,http://ristorante-pizzeria-lepontina.it/,
Trattoria Piccolo Fumino,Restaurant,Milano,+39 02 680631,http://www.trattoriapiccolofumino.it/,info@trattoriapiccolofumino.it
Ristorante Ai Giardini - Paprika & Cannella,Restaurant,Milano,+39 022049650,http://ristoranteaigiardinimilano.com/,ristoranteaigiardinimilano@gmail.com
Rizzo Come a Casa,Restaurant,Milano,,https://rizzocomeacasa.com/,
Casa Lodi,Restaurant,Milano,,http://www.casa-lodi.it/,info@casa-lodi.it
Dogana,Restaurant,Milano,+39 02 805 6766,https://www.ristorantedogana.it/,info@pizzeriadogana.it
Spontini,Restaurant,Milano,+39 02 25061118,,mazzini@pizzeriaspontini.com
a'Mare,Restaurant,Milano,+39 02 36503024,https://www.amarerestaurant.it/,info@amarerestaurant.it
Biancolatte,Restaurant,Milano,+39 02 62086177,https://www.biancolatte.it/,info@biancolatte.it
Ca' Turati,Restaurant,Milano,+39 02 6597520,https://www.ca-turati.it/,
Shizen,Restaurant,Milano,+39 02 36563617,http://www.shizenmilano.it/,
Osteria dei Poeti,Restaurant,Milano,+393482431491,,
Toukaijojou,Restaurant,Milano,,http://www.toukaijojou-milano.it/,
Ambita Pizzeria con Cucina,Restaurant,Milano,+39 02 4539 5367,https://www.ambitapizzeria.it/,info@ambitapizzeria.it
Quartieri Spagnoli Milano,Restaurant,Milano,+390233614582,http://www.primogustomilano.it/,info@primogustomilano.it
Trattoria Aurora,Restaurant,Milano,+39 02 8323144,https://www.trattoriaauroramilano.it/,trattoria.auroramilano@gmail.com
Accademia Libanese,Restaurant,Milano,,http://accademialibanese.it,
da Marco,Restaurant,Milano,+39 02 27206557,,
Farina & Cucina,Restaurant,Milano,+39 02 72022752,,
Ryad Yacout,Restaurant,Milano,+39 02 5462230,https://www.yacout.it/,info@yacout.it
Upcycle,Restaurant,Milano,+39 02 83428268,https://www.upcyclecafe.it/,info@upcyclecafe.com
Lo Smeraldo,Restaurant,Milano,+39 02 7012 6197,,
Piz,Restaurant,Milano,+39 02 86453482,,
Serendib,Restaurant,Milano,,https://www.serendib.it,
Calafuria,Restaurant,Milano,+39 02 6886753,https://www.pizzeriacalafuria.com/,calafuria@me.com
Sabatini,Restaurant,Milano,,https://www.ristorantesabatini.com/,
Dinky,Restaurant,Milano,+39 02 26145872,https://ristorantedinky.milano.it/,info@ristorantedinky.it
Nobu,Restaurant,Milano,+39 02 72318645,https://www.noburestaurants.com/milan/experience/,milan@noburestaurants.com
La Tavernetta da Elio,Restaurant,Milano,+39 02 653441,http://www.tavernetta.it/,ristorante@tavernetta.it
Osteria del Gambero Rosso,Restaurant,Milano,+39 02 6571208,https://www.algambero.com/,info@algambero.com
Morsi e Rimorsi,Restaurant,Milano,+39 02 62086369,,
Movida,Restaurant,Milano,,https://www.spaziomovida.it/,prenotazionimovida@gmail.com
Maya,Restaurant,Milano,,http://www.mayamilano.it/,mayamilano.info@gmail.com
Myoshi,Restaurant,Milano,+39 02 5810 2397,https://miyoshisushi.it/,
La Bracioleria,Restaurant,Milano,+39 02 551 4784,https://www.labracioleria.it/en/,
Pizzeria Naturale,Restaurant,Milano,+39 02 8395710,https://www.pizzerianaturale.it/,
Ristorante La Bicocca,Restaurant,Milano,+39 02 6425226,,
La Trattoria La pesa,Restaurant,Milano,+39 02 3651 4525,https://www.trattorialapesa1902.it/,
Barbacoa,Restaurant,Milano,+39 02 6883883,https://barbacoa.com.br/,
Frank Pummarola,Restaurant,Milano,+39 02 832 3810,,
Ristorante L'essenziale,Restaurant,Milano,,http://ristorantelessenzialemilano.it,
Alhambra,Restaurant,Milano,+39 02 3943 2750,https://alhambranaturale.wixsite.com/alhambra,alhambranaturale@gmail.com
Joia,Restaurant,Milano,+39 02 29522124,https://joia.it/,joia@joia.it
Da Regina,Restaurant,Milano,+39 02 36584500,http://www.ristorantedareginamenu.it/,
Cracco in Galleria,Restaurant,Milano,+39 02 876774,https://www.ristorantecracco.it/,info@ristorantecracco.it
Tsuru,Restaurant,Milano,+39 02 8378366,https://www.sushiallosteria.com/,
Ristorante Scilla,Restaurant,Milano,+390283240460,,scillaebagnara@gmail.com
Rossopomodoro,Restaurant,Milano,+39 02 5832 8501,,
dino Cafe,Restaurant,Milano,+39 02 643 3035,,
Trippa,Restaurant,Milano,+39 32 766 879 08,https://www.trippamilano.it/,info@trippamilano.it
Rare mare,Restaurant,San Donato Milanese,+39 3714356677,,
Damm-atra' Milano,Restaurant,Milano,+39 02 58111224,https://www.dammatra.com/,
Premiata Trattoria Arlati,Restaurant,Milano,,http://trattoriaarlati.com,info@trattoriaarlati.com
Trattoria del Nuovo Macello,Restaurant,Milano,+39 02 599 021 22,http://trattoriadelnuovomacello.it,info@trattoriadelnuovomacello.it
Osteria dell'Acquabella,Restaurant,Milano,,http://acquabella.it,prenotazioni@acquabella.it
Trattoria Masuelli,Restaurant,Milano,,https://masuellitrattoria.com/,prenotazioni@masuellitrattoria.it
Trattoria Madonnina,Restaurant,Milano,+39 02 89409089,,
Trattoria Albero Fiorito,Restaurant,Milano,+39 02 70123425,,
Trattoria da Abele,Restaurant,Milano,,http://trattoriadaabele.it,
Testina Milano,Restaurant,Milano,,http://testina.eu,
Don Lisander,Restaurant,Milano,,http://ristorantedonlisander.it,
Smooshi,Restaurant,Milano,+39 02 7862 2016,http://www.smooshi-milano.it/,smooshimilano@gmail.com
Bontà Ristorante Cinese E Thailandese,Restaurant,Milano,,http://www.sushi187milano.it/,
Hinode Sushi,Restaurant,Milano,+39 02 6437288,https://www.ordinihinode.com/,hinodesushi@live.cn
Ristorante San Glicerio 1,Restaurant,Milano,+39 02 6424710,http://www.sangliceriouno.com/,
Ristorante Arcieri,Restaurant,Milano,+39 02 6424721,https://www.ristorantearcieri.it/,info@ristorantearcieri.it
L' Atmosfera,Restaurant,Milano,+39 02 66711485,http://www.ristorantepizzerialatmosfera.it/,
Valentino Legend,Restaurant,Milano,+39 02 89096673,http://valentinolegend.com/it/,valentinolegend@hotmail.com
Pizzeria Partenopea,Restaurant,Milano,+39 02 26143477,https://www.pizzeriapartenopea.it/,
Valentino Vintage,Restaurant,Milano,+39 02 76394369,,info@valentinovintage.it
Le Cotolette,Restaurant,Milano,,http://www.granditalialecotolette.it/,
Osteria Gloria,Restaurant,Milano,,https://gloria-osteria.com/,privatizzazionigloria@bigmamma.com
The FisherMan Pasta,Restaurant,Milano,+39 02 72004524,https://www.thefisherman.it/,info@thefisherman.it
La Filetteria Italiana,Restaurant,Milano,,https://www.lafiletteriaitaliana.it/,
EstiloLivre bistrot,Restaurant,Milano,+390268857050,https://www.thefork.it/ristorante/estilolivre-bistrot-italo-brasiliano-r806846,
Agorà,Restaurant,Milano,+39 02 39326064,,
Teranga,Restaurant,Milano,+390249463688,https://terangarestaurant.com/,teranga2022@hotmail.com
Nhero,Restaurant,Milano,+39 02 67100130,http://www.nheromilano.com/,info@nheromilano.com
Parioli,Restaurant,Milano,+39 02 67481919,http://www.tavernaparioli.it/,info@tavernaparioli.it
Trattoria Pane al Pane Vino al Vino,Restaurant,Milano,+39 02 204 6300,https://www.panealpanevinoalvino.it/,
Terza Carbonaia,Restaurant,Milano,+39 02 2953 1704,terzacarbonaia.it,
La Cantina di Manuela,Restaurant,Milano,+39 0276318892,lacantinadimanuela.it,
Veramente,Restaurant,Milano,+39 02 85687716,https://ristoranteveramente.it/,veramente@pec.it
Lobster & More,Restaurant,Milano,+39 02 654060,,
Locatelli,Restaurant,Milano,+39 02 875107,,
Ma.Si,Restaurant,Milano,+39 0289127190,,
Terrazza Triennale - Osteria con vista,Restaurant,Milano,+39 02 36644340,https://www.osteriaconvista.it/,info@osteriaconvista.it
Finger's Garden,Restaurant,Milano,+39 02606544,fingersrestaurants.com,
Al Dente,Restaurant,Milano,,https://www.aldentesemprepronti.com/,
Trulli Love,Restaurant,Milano,+39 02 4548 8524,https://www.trullilove.it/,
Natural Break,Restaurant,Milano,+390236534176,https://naturalbreak.it/,info@naturalbreak.it
Flow,Restaurant,Milano,+39 02 869271,,
La tana del ghiottone,Restaurant,Milano,+39 0229533374,,
Il Pavone,Restaurant,Milano,+390239216626,,
Kasei,Restaurant,Milano,+39 02 36578374,https://www.kaseisushi.it/,info@kaseisushi.it
Belle Donne Bistrot,Restaurant,Milano,+390258109894,https://www.belledonnebistrot.com/,info@belledonnebistrot.com
be&at's,Restaurant,Milano,,http://www.spiga34.com/beeats,
S.P.I.B. Pizza,Restaurant,Milano,+39 02 603536,,
Osteria della Lanterna,Restaurant,Milano,+39 0258309604,,
Cicciobello,Restaurant,Milano,+39 02 3656 8664,http://www.ristorantecicciobello.it,
Ristorante Pizzeria San Mina,Restaurant,Milano,+39026691452,,
Cibus104,Restaurant,Milano,+39 02 5390769,https://www.cibus104.it/,
L'Anima del Gusto,Restaurant,Milano,+39 02 8951 1578,http://www.lanimadelgusto.it/,info@lanimadelgusto.it
Ristorante Hon,Restaurant,Milano,,http://www.ristorantehonmilano.it/,
La Taverna della Trisa,Restaurant,Milano,+39 02 341304,http://www.tavernadellatrisa.it/,ristorante@tavernadellatrisa.it
Dica,Restaurant,Milano,+39 02 36705016,https://dica.milano.it/,ferrucci@dica.milano.it
Ristorante Il Pesciolino,Restaurant,Milano,,https://alpesciolino.it/,info@alpesciolino.it
Ristorante Mes Amis,Restaurant,Milano,+39 02 39434364,https://mesamismilano.it/,info@mesamismilano.it
Milano Bistrot,Restaurant,Milano,,https://www.milanobistrot.it/,info@milanobistrot.it
B2 Burger & Beer,Restaurant,Milano,+39 02 36798024,http://www.b2burger.com/,
C'era una volta una piada,Restaurant,Milano,,https://www.ceraunavoltaunapiada.it/,
Ba-Ba Reeba,Restaurant,Milano,+39 02 76022684,http://www.babareeba.it/,laye@babareeba.it
Panini De Santis - Battisti,Restaurant,Milano,+39 0292862257,https://www.paninidesantis.it/,candidatura@desantismilano.it
Xin Fu Ji 25,Restaurant,Milano,+39 02 39461903,,
Viveca,Restaurant,Milano,+39 02 43986106,https://www.viveca.it/,info@viveca.it
Mamma Oliva,Restaurant,Milano,+39 02 4815767,https://www.mammaoliva.it/,
Seoul,Restaurant,Milano,+39 02 8372130,http://seoulristorantecoreano.com/,
Oyster Point Porta Genova,Restaurant,Milano,,https://www.ostricheonline.com,ufficioda@gmail.com
Al portico,Restaurant,Milano,+39 02 26305091,,
Premiato Forno Cantoni,Restaurant,Milano,+39 02 33603112,http://www.fornocantoni.it/,
Osteria Le Pietre Cavate,Restaurant,Milano,,https://www.lepietrecavate.com/,
Kyo,Restaurant,Milano,+390236503610,,
El Tipico,Restaurant,Milano,+39 02 55212960,,
Max Mariola,Restaurant,Milano,,https://www.maxmariolarestaurant.com/,info@maxmariolarestaurant.com
Temakinho,Restaurant,Milano,+39 02 72016158,https://www.temakinho.com/,info@temakinho.com
California Bakery,Restaurant,Milano,,https://californiabakery.it/,info@californiabakery.it
Trattoria la vecchia guardia,Restaurant,Milano,+39 02 5510279,https://www.lavecchiaguardia.it/,info@lavecchiaguardia.it
Peter Pan,Restaurant,Milano,+39 02 9924 1724,https://pizzeriapeterpan-milano.it/,fdfb6bf0d26e476ca81a568ea5291234@o408587.ingest.sentry.io
Andry,Restaurant,Milano,+39 02 86462709,https://www.ristoranteandry.com/,andryrestaurant@gmail.com
Le Striatelle di Nonna Mafalda,Restaurant,Milano,+39 02 39811590,https://lestriatelle.it/,
Jade Garden,Restaurant,Milano,+39 02 805 3891,giardinodigiada.it,
Osteria di Brera,Restaurant,Milano,+39 02 29061051,https://osteriadibrera.it/,
Pacifico,Restaurant,Milano,+39 02 87244737,https://wearepacifico.it/,
El Tombon de San Marc,Restaurant,Milano,,https://eltombon.it/,info@eltombon.it
Santo Wine Bistrot,Restaurant,Milano,,https://santobistrotmilano.com/,S-bianca-sito@300x-65x58.png
Locanda Perbellini Bistrot,Restaurant,Milano,+39 02 36631450,https://locandaperbellini.it/,
Volemose Bene,Restaurant,Milano,+39 02 36559618,https://www.volemosebenemilano.it/,
Yazawa,Restaurant,Milano,+39 02 36799710,https://www.yazawa.it/,info@yazawa.it
Amami,Restaurant,Milano,+39 02 65560388,https://www.amamiristorante.com/,info@amamiristorante.com
Le Vrai,Restaurant,Milano,+39 02 36630790,http://www.levrai.it/,prenotazioni@levrai.it
Soulgreen,Restaurant,Milano,+39 02 62695162,https://www.soulgreen.com/,605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com
Moon sushi restaurant,Restaurant,Milano,+390236554434,,
Obica Duomo,Restaurant,Milano,+39028852453,https://obica.com/,webmarketing@obica.com
Osteria Al Molo 13,Restaurant,Milano,+39024042743,https://www.molo13.it/,
Ristorante Omega 3,Restaurant,Milano,+39027602411,http://ristoranteomega3.it,info@ristoranteomega3.it
Ficopalo Bistrot,Restaurant,Milano,+393382902685,https://www.ficopalo.it/,ficopalo@hotmail.com
"Tutto bene, grazie",Restaurant,Milano,+390284215056,https://www.tuttobenegrazie.it/,info@tuttobenegrazie.it
"Platina ""Immagina la Pasta""",Restaurant,Milano,+390229522711,http://www.platinapasta.it,
Temakinho,Restaurant,Milano,,https://www.temakinho.com/,temakinho-logo-black_200x@2x.png
Spoon,Restaurant,Milano,+39 02 58322922,https://www.spoonmilano.it/,info@spoonmilano.it
Giao Giao,Restaurant,Milano,,http://breramilano.it,info@breramilano.it
Gino Sorbillo,Restaurant,Milano,+39 02 45375930,https://www.sorbillo.it/,
Cartoline Caffè,Restaurant,Milano,+39 02 36509490,https://cartolinecaffe.it/,info@cartolinecaffe.it
Pizzeria Spontini,Restaurant,Milano,+39 02 50041287,https://spontinimilano.com/pizzerie/MILANO-ARONA,info@spontinimilano.com
Cacau Temakeria,Restaurant,Milano,+39 425888,https://www.cacautemakeria.it/,infocacautemakeria@gmail.com
Cocciuto,Restaurant,Milano,+390236528327,https://www.cocciuto.com,
Cibò,Restaurant,Milano,,https://www.cibonatura.com/,
IYI fusion experience,Restaurant,Milano,+390283660979;+390274239327,https://iyifusion.it/,info@iyifusion.it
La Crota - Trattoria con pizza,Restaurant,Milano,+39 02 839 5992,,
Pizzeria Santa Maria,Restaurant,Milano,+390227002462,,
Wagamama,Restaurant,Milano,+39 02 6433521,https://www.wagamama.it/en/ristoranti/milano-bicocca,noreply@wagamama.com
Spontini,Restaurant,Milano,+39 02 66116346,,
Caffetteria Villa Necchi,Restaurant,Milano,+39 02 7634 1516,https://caffetteriavillanecchi.com,caffetteriavillanecchicampiglio@gmail.com
Basara Milano,Restaurant,Milano,+39 02 72020141,https://basaramilano.it/it/,
Sarla,Restaurant,Milano,+39 02 89095538,http://www.sarla.it/,time.sas@tiscali.it
Bistrot Santa Maria Valle,Restaurant,Milano,+39 02 876532,http://www.bistrotsantamariavalle.it/index.php/it/,bistrot.santamariavalle@gmail.com
Rossini,Restaurant,Milano,+393471543027,http://www.ristoranterossini.it,
Ristorante L'Entità,Restaurant,Milano,+39 02 49518222,https://www.ristorantelentita.it/,lentita@fastwebnet.it
Ristorante La Villetta,Restaurant,Milano,+39 02 69007337,http://www.ristorantelavillettamilano.it/,carlo.lottici@alice.it
Pasta d'Autore,Restaurant,Milano,+39 02 35953304,https://www.pastadautoremilano.it/,info@pastadautoremilano.it
Signorvino,Restaurant,Milano,+39 02 89095369,https://www.signorvino.com/it/negozi/lombardia/milano/milano_via_dante_13_15/B022.html,milano.viadante@signorvino.it
Parbleu,Restaurant,Milano,+39 02 36746549,http://parbleumilano.it/,info@parbleumilano.it
Vietnamonamour,Restaurant,Milano,,https://vietnamonamour.com/,vietnamonamour@gmail.com
Cervìn,Restaurant,Milano,+39 02 72095244,http://www.cervinenoteca.it/,cervin@tin.it
Ristorante Hostaria Borromei,Restaurant,Milano,+39 02 86453760,http://www.hostariaborromei.com/,hostariaborromei@libero.it
Da Zero,Restaurant,Milano,+39 02 83529189,http://www.cominciadazero.com,info@cominciadazero.com
Ristorante La Brisa,Restaurant,Milano,+39 02 86450521,http://www.ristorantelabrisa.it/,info@ristorantelabrisa.it
Miscusi,Restaurant,Milano,+393451339879,https://www.miscusi.com/,litta@miscusi.com
KOSHITSU,Restaurant,Milano,+39 02 29513568,,
Granaio Via Torino,Restaurant,Milano,+39 02 89094969,https://www.granaioviatorino.it/,
Rossopomodoro,Restaurant,Milano,+390289401333,https://ristoranti.rossopomodoro.it/molinodellearmi-e3ea3902893f,
Pier 52,Restaurant,Milano,+39 02 33600400,https://www.pier52milano.com/,
La Ragazza,Restaurant,Milano,+390229521739,https://www.ristorantelaragazza.it/,605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com
Bomaki,Restaurant,Milano,,https://www.bomaki.it/locations/,
Jiahe,Restaurant,Milano,+39 02 40914979,,
Isu,Restaurant,Sesto San Giovanni,,https://isusestosangiovanni.it/,fdfb6bf0d26e476ca81a568ea5291234@o408587.ingest.sentry.io
L'immagine Bistrot Ristorante,Restaurant,Milano,+39 02 3926 4564,http://www.limmaginebistrot.it/,
La Risacca 2,Restaurant,Milano,+39 02 29531801,http://www.larisacca2.it/pages/HomePage.aspx,info@larisacca2.it
Ono,Restaurant,Milano,+390209953660,https://onosushiexperience.com/,
Boeucc,Restaurant,Milano,+39 02 76020224,https://boeucc.it/,
El cadreghin,Restaurant,Milano,+39 02 39624561,,
Panino Giusto,Restaurant,Milano,+39 02 25061444,https://paninogiusto.it/store/milano-duomo/,
Convivium,Restaurant,Milano,+39 02 86463708,http://www.conviviumristorante.it/,convivium1986@gmail.com
Boccondivino,Restaurant,Milano,+3902866040,https://www.boccondivino.com/,info@boccondivino.com
I Caminetti del Sempione,Restaurant,Milano,+39 02 33601912,https://www.caminettidelsempione.it/,icaminetti@live.it
Sciuscià,Restaurant,Milano,+39 02 34537866,http://nuovo.sciusciamilano.com/,pippo.ciccarelli@gmail.com
Kitchen Society,Restaurant,Milano,,http://www.kitchensociety.it/,
Garage Pizza & Co.,Restaurant,Milano,+39 02 36758307,http://www.garagepizza.it/,garagesempione@gmail.com
Da Luigi,Restaurant,Milano,,http://www.daluigi.it/,info@daluigi.it
Creanza,Restaurant,Milano,,https://www.creanzamilano.it/,605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com
Matilde Milano Restaurant,Restaurant,Milano,,http://www.matildemilano.it,networksolutionapp@gmail.com
Lo Stacco,Restaurant,Milano,,https://www.lo-stacco.it/,staccomilano@gmail.com
Wang Jiao,Restaurant,Milano,+39 338 8096184,http://www.wangjiaomilano.com,
Superstudio Cafè,Restaurant,Milano,,https://www.superstudiocafe.com/,
United Tastes of Hamerica's,Restaurant,Milano,+39 02 89011213,,
Osteria Sancio Pancia,Restaurant,Milano,+39 02 26145335,http://www.osteriasanciopancia.it/main/,
Caffè degli Artisti,Restaurant,Milano,+39 02 8053939,http://www.ristorantedapuccini.com,ristorantedapuccini@libero.it
Trattoria all'Antica,Restaurant,Milano,+39028372849,,
L'Uccellina,Restaurant,Milano,+390248005531,https://www.ristoranteluccellina.it/,info@uccellina.biz
Ronchi 78,Restaurant,Milano,,https://ristoranteronchi.it/,info@ristoranteronchi.it
Ristorante Africa,Restaurant,Milano,+39 02 29525984,,
Recreo Bar Sartoria,Restaurant,Milano,,https://recreobarsartoria.it/,wRisorsa-4@2x-8.png
Pizzeria da Giuliano,Restaurant,Milano,+39 02 341630,https://www.pizzeriadagiulianomilano.it/,
Ristorante Da Oscar,Restaurant,Milano,+39 0229518806,http://ristorantedaoscar.com/,info@ristorantedaoscar.com
Marghe,Restaurant,Milano,,https://www.marghepizza.com/,
La Cantina di Manuela,Restaurant,Milano,+39 02 345 2034,,
28 posti,Restaurant,Milano,+39 02 8392377,https://www.28posti.org/,28posti@gmail.com
Wicky’s,Restaurant,Milano,+39 02 89093781,https://wicuisine.it/home.html,reservation@wicuisine.it
Dulcis in fundo,Restaurant,Milano,+39 66712503,https://www.dulcisinfundo.it/,info@dulcisinfundo.it
Panini De Santis - La Rinascente,Restaurant,Milano,+39 028852457,https://www.paninidesantis.it/,candidatura@desantismilano.it
Rob de matt,Restaurant,Milano,+39 02 3599 7000,https://robdematt.org/,info@robdematt.org
Pizzeria del ticinese,Restaurant,Milano,+390289402970,https://www.acena.it/pizza.it/pizzeriadelticinese/index.html,pizzeriadelticinese-milano@acena.it
Pesa Pubblica,Restaurant,Milano,+39 02 4539 7150,http://www.pesapubblicamilano.it/,
Osteria Al 29,Restaurant,Milano,+39028693069,,
Panini De Santis - Brera,Restaurant,Milano,+39 0284046255,https://www.paninidesantis.it/,candidatura@desantismilano.it
El Dogo,Restaurant,Milano,,https://www.eldogo.it/,
Blue Nami,Restaurant,Milano,+39 02 2891481,https://www.blue-nami.com/,
Osteria della Stazione,Restaurant,Milano,+39 02 28381700,http://www.osteriadellastazione.it/,info@osteriadellastazione.it
Ristopizza La Coccinella,Restaurant,Corsico,+39 347 3056199,,ristopizzalacoccinella@gmail.com
Giappugliese,Restaurant,Milano,+39 02 48004785,http://sushishamo.com/,
Ristorante Le Capannelle,Restaurant,Milano,+390248003979;+393441143331,http://www.ristorantelecapannelle.it/,
cirispaccio,Restaurant,Milano,+390249519340,,
Casa Gourmet,Restaurant,Milano,+39 392 131 6787,https://www.casagourmet.it/,info@casagourmet.it
